mention_text
$Udaipur$
$South$ $Kazakhstan$
$Xuanhua-Longguan$ area
$Awramik$
$Degens$
$Andersen$
southeastern $Australia$
$Lake$ $Specchio$
$Naldehra$
$Darbouka$
$Milne$ $Inlet$ Trough
$Precambrien$ $Superieur$ $du$ $Sahara$ Nord-Occidental
$South$ $West$ $Britain$
active fault-controlled $basin$
$Schoenmakerskop$ and the $Maitland$ $River$
$Yudongzi$ and $Laolongdong$
$Hesse$
$Central$ $Brazil$
$Strathcona$ $River$ T
$Thomazo$
$Little$ $Mesa$
$Missouri$ and $Kansas$
$Hungary$ Correspondence
$West$ $Africa$ Jbeliat Amogjar
$TU$ and Tl
northern $region$
both the $Shark$ $Bay$ and Bahaman
southern $East$ $Siberia$
$Santa$ $Rosa$ $de$ $Viterbo$
$Kundatia$
$Laguna$ $Negra$ Waters The
boundary $region$
northeastern part of the $Amadeus$ $Basin$
Western $Australia$ $Shark$ Bay
$Abadeh$ $region$
$Shark$ $Bay$ and the $Bahamas$
$Lower$ $Cuddapah$
$Bahamas$ and $Bermuda$
western $Australia$
$Elikah$ $Valley$
$Lingula$
southern margin of $Lake$ $Thetis$
surrounding $basin$
$Rey$ Lake
filamentous $Gunflintia$
$Salda$ $Golu$
$Kanpur$ and $Matoon$
$Namibia$ Author
$Trypanopora$
$Georginia$ $Walter$
western $Madagascar$
$Beigong$
$Del$ $Puerto$ $Creek$
$Lindley$ Hall
$UK$ Australian Journal
$Shatang$
northernmost $Belize$
$UK$ European Journal
northern paleomargin of $Laurentia$
$Grandes-Platidres$
$T.M$ $Perytb$
$Krakow$
western $United$ $States$
$Lagoa$ $Vermelha$
$East$ $Crimea$
$MgCa$
B $Antarctica$ $Siberia$ $Balti$ $Gondwana$
$Glacier$ $Bay$
$Plettenberg$ $Bay$ and Port Alfred
southern $Germany$
$North$ $Carolina$
Ga $Carajas$
$Gulf$ $of$ $Aqaba$ Fig
west $Texas$
$Societe$ $Geologique$ $de$ $France$
$Sadlerochit$ $Mountains$
$Turukhansk$ area
$BAHRAIN$
$Wyoming$
$Gongylina$
shallow subtidal $region$
$Konhauser$
$Gahkum$ $Mountain$
$Hungary$ Stromatolites
$Frying$ $Pan$ $Lake$ $Pan$ $Lake$
$Hills$ $Fofatn$ $Brassey$
$Preat$
$Washington$
greenhouse conditions southwestern $Amazon$
western $North$ $Amenca$
$Uruguay$ $Piedras$
$Pradella$ $Mt.$ $Oncolites$
sedimentary $basin$
$Mushandike$ $basin$
Taupo Volcanic $Zone$
$Mengcun$ and Helv
$Eastern$ $Cape$
$Fomich$ $River$ area
$London$
several different $basins$
$Krabbendam$
$Umra$
northern part of the $Sierra$ $de$ $Alcubierre$
$Brasilia$
$Laguna$ $Negra$ $Microbialites$
$North$ $Pole$
$Newari$ and Bargwan
$Argentinean$ $Puna$
$Capitol$ $Reef$
$Vempalle$ and Tadpatri
$Windjiana$ $Gorge$
group $Irregularia$ $Koroliuk$
$Mikouloungou$
$Ridge$
$Leptolyngbya$ $Greenland$
$Caltanissetta$ $Basin$
known $Pilbara$
$Shark$ $Bay$ and $Lee$ $Stocking$ $Island$
$E.$ $Liaoning$
did the $Bitter$ $Springs$
$Sayunei$ $`$ Mt.
southeastern edge of the $Laguna$ $Negra$
lower southeast $South$ $Australia$
ice-capped $Dry$ $Valley$
whole $basin$
$Apachina$
eastern $Yunnan$ $Province$
Sedimentol $Egypt$
$Black$ $Mountain$ area
$FA$ $Intertidal$ $Dome$
$Dokl$
former oceanic $island$
$Bauld$
$Grupo$ $Bambui$
$Wopmay$ $Orogen$
$NW$ $Australia$
$Sutera$
$Nanophytoplankton$
$Adrar$
southern $Ural$
$Santorini$ $Caldera$
$Missouri$ and $Kansas$ Cycle
highly alkaline $Lake$ Bosumtwi
intracratonic $basin$
$Paliwal$
$Irece$ $Basin$ $Brazil$
$Kathu$
$Tufa$
E $India$
$Salda$
$Bain$
$Ma'anshan$
$Wendte$
$Beiquanzi$
$Barberton$ Steep Rock Mushandike Pongola Gya Stromatolites
The $Santa$ $Pola$
$Tubiphytes$
eastern $Yangtze$ $Platform$
$Chernov$ $Swell$
eastern part of the $Hamersley$ $Basin$
$Trucial$ $Coast$
$Quruk$ $Dag$
$Kaltasy$ and Suran
$Kozhym$ $River$
east of $Death$ $Valley$
$Lovley$
$Wooramel$ $River$
$Central$ $India$
$Israel$ A
$Earth-SunMoon$
south of $Gottingen$
$Mengcun$
$Pavilion$ $Lake$
$Cassedanne$ and Cassedanne
$Cerro$ $Gordo$
$Pilbara$ $Craton$ $Fig$
$Barberton$ $Mountain$
$Fischerella$
$Eberli$
WESTERN $AUSTRALIA$ Playford
$Los$ $Barrios$ $de$ $Luna$
$Kiev$
$Pagett$
$Jatulian$
SW $Wyoming$
$Kuruman$ and Penge
$Isua$
$Dodguni$ $Belt$
$Greinert$
$Kama-Belaya$
$Bas-Congo$ $region$
northern $Arabian$ $Sea$
$Bidda$ area
$Danakil$
intertropical $Africa$ Hot
$Suiyang$
$Tieling$
$Pomar$
southeastern and southwestern $Alaska$
$Malla$ $Mountain$
$SERMI$
$Juderina$ and Johnson Cairn Formations
$Basel$
only $Colonnella$ and Conophytonides
$Beukes$
$Irkutsk$ $Amphitheatre$
$Old$ $Man$ $Lake$
$South$ $Australia$
$Chitrakoot$
coccoid $Gloeocapsa$ and Synechococcus
$Terabayashi$
$United$ $States$ $of$ America
$Duero$ $Basin$ $Spain$
southwestern $Gondwana$
$Nostocales$
both the $Pilbara$ and $Swaziland$
$Victor$ $Bay$
$El$ $Joyazo$
$Lasfachastis$
$Italy$ Fig
$Uralian$ $region$
$Helv$
$Coorong$ $Lagoon$
northeast of $Pinjor$
$Southeastern$ $Alaska$
$Storr$ $'s$ $Lake$ $A$ $Northern$
$Louisiana$
least $Ga.$
$Karelia$
$Epiphyton$ $Bushes$
$Pouba$
$Irkutsk$
vast open $basin$
$Salta$ rift $basins$
$Burovaya$ $basin$
$Pleasant$ $Creek$
$Anoxic$ $basin$ Photic
$Sorbas$ $Basin$ $of$ $SE$ $Spain$
$Womerangee$ $Hill$
east side of $Stansbury$ $Island$
$Shaba$
$Solvang$ and Snowpatch Formations
$Ventersdorp$
$Crystal$ $Spring$ and Beck Spring Formations
$Udaipur$ $region$
$Almeria$ $Province$
$Nabberu$
Swaziland Supergroup  $South$ $Africa$
$Pretoria$
$Chegga$
northern $Australia$
$Wasatch$ and Fort Union Formations
$Paleo-Tethys$
western margin of $North$ $America$
$Chetumal$ $Bay$
$Licmophora$
$Krumbein$
$Deinschwanger$
$Alphaproteobacteria$ and Cyanobacteria
$Michigan$ $Basin$
$The$ $Animikie$ $basin$
Schoenmakerskop and $Seaview$
$Curuk$ $Dag$
$Arctic$ $Canada$ and Alaska
$Moussine-Pouchkine$
$Huatugou$ area
$Zhoukoudian$
$North$ $Africa$ Stromatolites
$Coorong$
cases joined $Rothpletzella$
SGermany and $Austria$
$Earth-Sun-Moon$
$Cock$ $Soda$ $Lake$
$Shark$ $Bay$ stromatolitic cyanobacteria $Isolatea$ $Clone$ $Nearest$
$Mediterranean$
south and near the $Bhimasamudra$
$Lake$ $Highstand$
$Barberton$ and Pilbara
$Tundapather$ area
tree trunk Calcareous platform $Playa$
$Barlow$
The $Branca$ $Opala$
northern $Adelaide$
$U.S.$ Geological Survey Circular
the $Great$ $Slave$ $Lake$
$Dodguni$
depositional $basins$
Suez and the $Red$ $Sea$
surrounding $region$
$Greenspot$ and Mescal Formations
$Scotland$
$Savory$ $Basin$
$Pantelleria$
$Wutai$ $Mt.$
$Bahamass$
$Beijing$
$Konigshof$
$Walde$
$Crystal$ $Eyes$ $Cave$
$Opornyi$
$Solentia$
$Rishworth$
$Buxi$
$South$ $Cottonwood$ and Fivemile
$Yanshan$ $Area$ $of$ North China
southeastern $California$
$Willow$ $Point$ and Three Poles
$Boudins$
$Petukhovskoe$
$Charophyta$
$Barker$ $River$
$Bangemail$ $Basin$
$Mount$ Conner
eastern $basin$
$Canada$ Paper
$Ajers$ $basin$
$Polyudov$ $Ridge$
$Central$ $France$
$Papua$ $New$ Guinea
$Pleurocapsales$
$Wutai$ $Mt.$ and Its Adjacent Regions
The $Perth$ $Basin$
$Atar$ $region$
$Jhamarkotra$
southern $Missouri$
$La$ $Solana$
$Argentina$ and $Canada$
$Aldabra$ $Islands$
central $Australia$
$Neoarchaean$
Ma $North$ $China$
$PALAIOS$
two nearby $basins$
$Faure$ $Sill$
$Gyana$
northern $Anabar$ $region$
Reef Communities : $New$ York
$Alexander$ $Hills$
early evonian barrier $island$
$United$ $States$
$Steep$ $Rock$
western $Pilbara$
$Monasterio$ $de$ $Piedra$ $Natural$ $Park$
$Westphalia$
$Holland$
$UVC$
middle $Palmatolepis$ $triangularis$ $Zone$
study $region$
sedimentary $basins$
$Matalila$
visible light spectral $region$
$Lesno$ $Brdo$
The $San$ $Ciriaco$
$Clachtoll$ and $Bay$ $of$ $Stoer$
$Lee$ $Stocking$ $island$
east to the $Storms$ $River$
$Kangra$
western $Newfoundland$
$Eastern$ $Australia$
$Kanpur$
$Palaeo-Mesoproterozoic$
$Ouarzazate-Agdz$
$Korean$ $Peninsula$
southeast $Spain$
$Stefanova$ $Cave$
$Mesquite$ $Mountains$
$North$ $Eurasia$
The $Reef$ $Crest$ $Zone$
eastern $Israel$
$Petukhovskoe$ $Soda$ $Lake$
$Alicante$
adjacent $Dawen$
$Belize$ and Jamaica
upper $Hayden$ $Valley$
Nature $London$
$Lake$ $Natron$ area
$River$ $Piedra$ area
eastern $Australia$
$Pengzhou$
Morro Azul e $Morro$ $Grande$
$West$ $Africa$ $Banboli$ $Mid$ $Sud-Banboli$
north of $Barakh$
$Brava$
$Dashuigou$
$Arctic$ Norway
Springer $Berlin$ $Heidelberg$
$Great$ $Salt$ $Lake$
$Pinnularia$
$Ajjers$ $Basin$
$Kelly$ $Lake$
$Cyprus$ and $Crete$
$Ordos$ $Basin$
$Joliffe$
$Urwi$
eastern $United$ $States$
western margins of the $Kaapvaal$ $Craton$
$Niari-Nyanga$ $Basin$
$Colonnella$
$CliftonPreston$ Lake
southeast of $Pering$
$Finger$ $Lakes$ $Bahamian$ $Field$ $Station$
$Tannoia$
$North$ and $South$ $China$
$Licmophora$ and $Striatella$
$Microbialitic$ $Ridge$ $Swale$ and Column Unit
southern margin of the $Junggar$ $Basin$
$Bukk$ $Mountains$
$Weelaranna$
southeast of $Prieska$
$Mediterranean$ $region$
eastern shore of $Stansbury$ $Island$
$Goodenough$ $Lake$
$Spirochaetes$ and $Chlorobiales$
$Babel$
northern $Cape$ $Province$
intertidal $region$
nearby $Kelly$ Lake
$Skipwidth$
$Leiosphaeridia$
southern $Alberta$ and southwestern $Saskatchewan$
$Ankaraka$
$Ventersdorp$ $Supergoup$
$Storr$ $'s$ $Lake$ $Fig$
Russian $Karelia$
$Boulder$
The $Horseshoe$ $Harbor$
$Laguna$ $Negra$
$Islay$
$Ses-I-se-Draai$
$Flybye$
$Arki$
northwestern $Tasmania$
Al $Kufrah$ $Basin$ $of$ $Libya$
$Strathcona$ $River$
restricted lacustrine $basins$
$Natron-Magadl$ $basin$
western margin of the $Qaidam$ $Basin$
$Mafeng$ area
$Palorbitolina$
$Uinta$ $Basin$
$France$ Received December
northwest $Canada$
$Lake$ $Rotokazua$
western $Yanshan$
$Shandong$ $Province$
direct-shipping ore $Corsica$ $Mine$
$AUSTRALIA$ Kranendonk
$Pilbara$ $region$ $Western$ $Australia$
$Pinnacle$ $Zone$
$Nerinea$
$Stevens$
$Hardey$ $Syncline$ area
$Altermann$
$Ludicovian$
$New$ $York$ $State$
$Badagaon$
$Rajchel$
$Barberton$ and the $Pilbara$
$Adobe$ $Creek$
$Ccarb$
$Karatau$ $Basin$
central areas of the $basin$
$Dajiang$ and $Taiping$
$Mandawa$ $Basin$
$Sugaitebulak$
$Northern$ $Anglesey$
Int J $Salt$ $Lake$ $Res$
$Borden$ $Basin$
$Pinyon$ $Peak$
$Issirac$ $Basin$
$Lake$ $Joyce$
$Adzhigardak$
$Kilohigok$ $Basin$
$Pilbara$ $Craton$
$Heidelberg$
Environment Te Ao $Marama$ $-$ $Centre$
west $Exuma$ $Sound$ $region$
$Lake$ $Alchichica$
$Pike$ $River$ $Microbialitestrom$ $-$ $Quartz$
$Arkaroola$
$Rothpletzella$
The $New$ $Zealand$
rain-shadow $Jordan$ $Valley$
$Irati$ $Sea$
$Bay$ $of$ $Stoer$
February Springer-Verlag $Berlin$ $Heidelberg$ Abstract Spatial
$Northumberland$ $basin$
Turner Sound tidal $basin$
$East$ $China$ $Sea$ $Shelf$
$Morro$
$Bahawan$
$Udaipur$ $Valley$
$Saida$ $Lake$
$Nevada$
$Pingo$ $Valley$
McArthur and $Golgina$ $basins$
$Hsea$
north of $Perth$
$El$ $Polvorin$ $Quarry$ $Colombo$ Quarry Sample
$Australia$ Published
$Northeastern$ $Mexico$
$Sorbas$ $basin$
$Shorikha$ $basin$
$Palaeogeogr$
$Orange$ $View$ and Buisvlei
same carbonate $basin$
eastern littoral zone of $Baghdad$ $Lake$
$Calvin$
$Zapata$
$Sallopat$
our $Almeria$
south of $Bujumbura$
Pr $Washington$ Acad Sci
$Jiulongshan$
southwestern part of the $basin$
$Ras$ $El$ $Shetan$ area
$Bristol$ $Lake$
$Xingshan$
$British$ $Columbia$
$Uken$
$Lichuan$
$Elatina$
$Vindhyanchal$ and $Kaladgi$ $Basins$
Jurusania $cylindrica$
$Kattelviken$
$Manus$ $basin$
$Kurkur$ $Oasis$
$Springer-Verlag$ $Berlin$ $Heidelberg$ Abstract During
$South$ $Atlantic$
$Lengua$ $Lake$
active $basin$
$Anhembi$
$Pilbara$ $Craton$ ofWestern $Australia$
$Western$ $Australia$
$Tuxekan$ $Island$
$Glacier$ $National$ $Park$
local $Siderastrea$
$Shaw$ $River$
$Palaeocene$
$Great$ $Slave$ Lake
$Knoll$
$Newfoundland$
$Paraepiphyton$
$Mongolia$ I
$Ubhur$
$Western$ $Desert$ $of$ $Egypt$
$Elat$ area
$Orcadian$ $Basin$
$Bethanis$ area
$Guilin$ area
dolomitised $Pilbara$
$East$ $Pilbara$ Granite-Greenstone Terrane
$Turee$ $Creek$
$Gulf$ $of$ $Aqaba$ Friedman
$Vicat$
carbonate-dominated $basin$
$West$ $Texas$
$Ura$ $River$
$Hamelin$ $Station$
$Tahiti$ $Porites$
Western and $Central$ $Taurus$ area
$Arctic$ $Canada$
$Hot$ $Springs$
$Cistern$ $Spring$
The $Makran$
$Playton$
The $Warrawoona$
$Nevada$ $Basin$ and Range Study Unit
$Lake$ $Untersee$
$Eoastrion$
$Ontario$
$Brimblecombe$
$Burchard$
$Globivalvulina$
$Hudson$ $Bay$
$Palaeoproterozoic$ $basins$
$Tiercelin$
$Santos$ $basin$
$Hamar$ $Laghdad$
$White$ $Umfolozi$
$Araripina$
O O $Tongatapu$ Eua
$Carnoules$
the younger $Bangemall$ $Basin$
$Hannover$
flood $basin$
$Pongola$
$Florida$
$Lee$ $Stocking$ $Island$ area
present-day $Rivularia$
$Le$ $Guerroue$
$Adamastor$ $Ocean$
north of the $Dead$ $Sea$ area
$Grainstone$ $Grainstone$
$Santa$ $Pola$ and $Mallorca$
southwestern $United$ $States$
$Cayman$ $Islands$
$Persian$ $Gulf$
$Pontons$
$Brasil$
$Mou-Pou$
$Ambasaguas$ area
western coast of $Newfoundland$
$Kano$
$Lorah$
$Nutman$
$Arroyo$ $de$ $Pedroche$
$Central$ $Germany$
$Gebelin$
$Vienna$ Peedee
northwestern margin of the $Taoudenni$ $Basin$
$Stena$ $Pigadhia$
$Spitsbergen$ Up
oxygen productivity where the $Highborne$ $Cay$
$Lafavette$
$Meso-Neoproterozoic$ $basins$
$North$ $America$
south-west $England$
$leAe-eiej$ $Great$ $Salt$ $Lake$ Q
$Southern$ $Africa$
$Tokaanu$ and Te Anarata
$Entophysalis$
$Neothauma$
$Bacalar$
$Logan$
$Metazoa$
$Alchichica$ $Crater$ $Lake$ $Microbialite$ $Communities$ S
$Ehingen$ and $Belzheim$
$Australia$ Received May
Tsagaan Gol and $Khevtee$ $Tsakhir$ $Nuruu$
$Bezymyannyi$ $Creek$
$Prieska$
$Puna-High$ $Andes$ $region$
$Western$ $Africa$
eastern arm of $Shark$ $Bay$
$Hecetaphyton$
$Gyeongsang$ $Basin$
$Kardar-Parisi-Zhang$
Proc Natl Acad $Sci$
$Wetheredella$ and Rothpletzella
$Beigong$ and $Ma'anshan$
$El$ $Morro$
$basin$ A
$Taoudeni$ $Basin$
$Amargosa$ $basin$
large $Shark$ $Bay$
$Aldea$ $del$ $Correo$
NE $England$
$Upper$ $Peninsula$ $of$ $Michigan$
$South$ $China$ Fig
Stansbury and $Antelope$
$Vazante$
$Kinnekulle$
$Ga$ $Tumbia$
$Lake$ $Clifton$ ofWestern $Australia$
$Yangtze$ $Platform$
$Mississippi$ $Valley$
northern flanks of the $Vindhyan$ $Plateau$
$Hudson$
$Indiana$ Compound Concentration
N. $China$
$Caldara$
$Montana$
lake $Tanganyika$
$Dabrio$
$Danoghat$
eastern $Ebro$ $Basin$
$Inyo$ $Hospital$
$EarthSun-Moon$
Crowley $U.S.$ Geological Survey
north and the $Naute$ $Shales$
$Collenialike$
$Jianxin$
western and northeastern $basin$
$Death$ $Valley$
$Transvaal$ $basins$
$Oscillatoriales$
$Irkutsk$ $Amphitheater$
regions where the $Mescal$
$Decho$
$Lowest$ $Lake$
$Grizim$
northern $Kyushu$
$Franceville$ $basin$
Andr $Atlantic$ $Ocean$ $Eleuthera$
$Lake$ $Saida$
$PRC$
$Saudi$ $Arabia$
$Waili$ and $Taiping$
$Trondheim$
$Monte$ $Cifolo$
$northwest$ $Ontario$
southern $Africa$
$Australia$ Australian Centre
$Calabria$ and $Sicily$
$Clifton-Preston$ $Lakeland$
$Geldsetzer$
$Pilbara$ $Craton$ $MVK$
$Isua$ $Supercrustal$ $Belt$
$Hamersley$ $Basin$ $Western$ $Australia$
$Grupo$ $Itaiacoca$
$Shark$ $Bay$ $World$ $Heritage$ $Area$
$Hubei$ and $Anhui$
$Udaipur$ $Epicontinental$ $Sea$
$Great$ $Bank$
eastern $Dharwar$ $Craton$
$Vienna$ Peedee
The $Fenhsiang$ and Hunghuayuan Formations
$Bahama$ Islands
$Baja$ $California$
perennial saline $basin$
$Earaheedy$ $Basin$
$Beggiatoa$
$Faure$ $Sill$ and Stromatolites
Sound $Florida$ $Straits$
$Dharwar$
vin de la $region$
$Mud$ $Volcano$ $Area$ $of$ $Yellowstone$ $National$ $Park$
$Pinderi$ $Hills$
northwest side of $Lake$ $Gregory$
Little $Laramie$ $River$
both the $Fenhsiang$ and Hunghuayuan Formations
$Barberton$ $Mountain$ Land
$Yenisei$ $Range$
middle $Sweden$
The $Kisejin$
$Rotondo$ $Lake$ Oncolites New
$Death$ $Valley$ $region$
$Paterina$
central sector of the $Ghorabi$
$Willks$
C $UVC$
$U.S$
$Edingunna$
$PARAGUAY$
$Biwabik$
southwestern and west-central $Alaska$
Barberton Greenstone $Belt$
$Zabierzw$
$Romania$ Geobiology
northeastern part of the $basin$
and Atmospheric Sciences
$Stanworth$
west to $Grizm$ in $Mali$ and $Algeria$
south of $Booldah$
$Pennsylvania$
$North$ $Island$ $of$ $New$ $Zealand$
$Hofmann$
$TIK$
The $Lenglern$
$Fenhsiang$ and Hunghuayuan Formations
$Chhattisgarh$ $Basin$
$Cloudina$
$Arabian$ $Gulf$ and $Egypt$
describe stromatolite morphology follow $Logan$
$Frying$ $Pan$ Lake
$Harz$
$Japan$ Several
west $Congo$ $Basin$
$OROBIC$ $BASIN$
$Dunstan$ $Structure$ $of$ $the$ $Blue$ $Lake$ $Fault$ $Zone$ Downloaded
$Huron$ $River$
$Gumbalde$
$Horseshoe$ $Harbor$
McMurdo $Dry$ $Valleys$
$Niuafo'ou$
eastern $Yangtze$ $Gorges$ $region$
south-western $Australia$
$Ruzizi$
$Cantore$ $Quarry$
$Sinyangdong$
eastern $California$
$Lake$ $Rotokawa$
$Lower$ $Pahranagat$ $Lake$
$Aumance$
$Sargasso$ $Sea$
$Pilbara$
$UK$ Received August
$Kotuikan$ and Yusmastkh
$U.S.$ Geological Survey Professional Paper
lower $Tertiaries$
The $Lake$ $Hayk$
$Great$ $Bahama$ $Bank$
$Palaios$
$Bathurst$
L $Alphaproteobacteria$ and Cyanobacteria
$Yinan$
$Lianghekou$
$Salda$ $Lake$
$La$ $Lapilla$
western $Shublik$ $Mountains$
$Kinnberget$
$Namel$ area
$Montevive$
$Caribbean$ $Sea$
$Paris$
$Western$ $Australia$ and $South$ $Africa$
$Aymon$ $Baud$
north of the $Dead$ $Sea$
Elsevier $Amsterdam$
central $Arizona$
$Makarikhin$
$SE$ $Alaska$
$New$ $Zealand$
$Mexico$ Received December
case $Mediterranean$
$Tons$ $Valley$
southern $Israel$
phototrophic $Alphaproteobacteria$
$McArthur$ $Basin$
$Schoenmakerskop$
$Nuzhnov$
$Ebro$ $Basin$ This
northwestern $North$ $America$
central cratonic $region$
Gunflint and $Biwabik$
$Penglaiba$
$Nanchang$ $Guiyang$
$Drienova$ $DC$
$Yanshan$ $Mountains$
$Guilin$
$Nainital$ area
$Birmingham$
Boar 's $Tusk$
$Longshen$
$Ga$ $Cherty$
$ESEM$
$Xinjiang$
$Mali$ and $Algeria$
$Vindhyan$ $Basin$
ancestral $Uinta$ $Mountains$
$Pavilion$ $Lake$ $Brady$
$Polyudoy$ $Ridge$
$Hoh$ $Xil$ area
$Luodian$ $region$
filamentous calcimicrobe $Girvanella$
$Gamma$
$Rhodesia$
$Vempalle$ and Tadpatri Formations
$Tumbiana$
$Transvaal$ $basin$
east $Pilbara$
$North$ $Siberia$
$Lake$ $Kivu$
$North-Pole$ area
$Schagen$
$Horseshoe$ $Creek$
$Carbla$
$Mount$ $Billy$ $Creek$
north of $Santa$ $Pola$
$Qiangtang$ Basin
$Jefferson$ City
northern $Adriatic$ Sea
$Pozas$ $Azules$
$Nilemah$
$Pentecost$
$NE$ $Spain$
$Warrawoona$
$Specchio$ $di$ $Venere$ $Lake$
$Keeyask$ $Lake$
$El-Barqan$
Belingwe Greenstone $Belt$
$Springer-Verlag$ $GmbH$ $Germany$
$Guanshannao$
mapped $Inindia$ and Winnall
$North$ $Pole$ area $Western$ $Australia$
central $Greece$
$Lichuan$ $Liangwu$ $Hubei$
scales The studied $Porto$ Pi
$Elbourz$
$Barghoorn$
$Planavsky$
$Lharidon$ $Bight$ and the $Little$ $Lagoon$
$Skipwith$
Oued Tlemsh $Algeria$
$Lake$ $Lisan$
$Sao$ $Paulo$
$Corumba$ $region$
$Khudoley$
south $Australia$
$Anti-Atlas$ $region$
$River$
southwest of the $Ghaap$ $Plateau$
$Phoenix$
$Talbot$
$Pomfret$
ensialic $basin$
$South$ $Africa$ Poorly
$Luoping$ area
$Lake$ $Clifton$
$Moore$
$Three$ $Gorges$ area
$Salkhan$
$LAJAS$
north of $Wudaoliang$ $Town$
$Perlis$
$SE$ $Spain$
$Osadetz$
$Hamelin$ $Pool$ $Western$ $Australia$
$Millstream$ $region$
$Himal$
$GenBank$
$Nanook$
$South$ $Wales$
$Arenas$ $Pomar$
$Zhaijiang$ and Renalcis
$Campbellrand-Malmani$ $Platform$ $South$ $Africa$
The $Pilbara$
$Alchichica$
$Madrid$ $Basin$
$Green$ $Lake$
$Mackenzie$ $Mountains$ and $Western$ $Arctic$ $Canada$
$Petrified$ $Sea$ $Gardens$
woondawari $Creek$
surface $Solentia$
$East$ $India$
$Kolchim$ $Uplift$
$Trooper$ $Creek$
$Bitter$ $Springs$ and Wumishan
Timan-northern Urals sedimentary $basin$
$Zaixia$
$Rio$ $de$ $la$ $Plata$ $Craton$
$Meishucun$
Wadi ash $Shabirinah$ area
$Horodyski$
$Lake$ $Keilambete$
$California$
$Granada$ $Basin$
Dutch $North$ Sea
$Qinglong$
$Sweden$ Conclusions The
Horseshoe Harbor Stromatolites The $Horseshoe$ $Harbor$
$Alaska$ and $Russia$
$Eleuthera$
$Ludlovia$
southwest of the $Taoudenni$ $Basin$
$Epiphyton$
$Limbla$ syncline $region$
$Republic$ $of$ $South$ $Africa$
$Shatang$ and $Miaomen$
$Alphaproteobacteria$
North and $South$ $China$ Block
axial growth $region$
$Lee$ $Stocking$ $Island$
$west$ $Hubei$
$Pentecost$ $Riding$
$Andros$ $Island$
Eclipse and $North$ $Bylot$
$Lake$ $Ngakoro$
$Frying$ $Pan$ $Lake$ $Fig$
$Renalcis$
$Sphaerina$
$Circum-Tibetan$ $Plateau$ $Basin$ and Range System
$Canning$ $Basin$ $Western$ $Australia$
Event Layer Event Layer $AMAZON$
$Sarg$
ConophytonColonnella $Assemblage$ $Zone$
$Lost$ $Cabin$ $Springs$
$Napier$ $Range$
$South$ $Africa$ Young
$Pemba$
south $Anhui$
$Russia$ Received September
$Frisia$
Northern Territory and $Queensland$
$Verecchia$
eastern $California$ and $Canada$
semirestricted $Udaipur$ $Epicontinental$ $Sea$
$Chennai$
$Dar$ $Cheikh$ area
$McFadden$ $Peak$ $quadrangle$
$Belcher$ $Islands$ $Canada$
$Kimberley$ and Crowhurst Groups
$Taiping$
$Changcheng$ System
$Missouri$
